"location","peoNum","time","isHoliday","min_temp","max_temp","avg_temp","subjective_precipitation_category"
"LKSC",8,"2026-03-06T00:00:02.309Z",false,16.2,19,17.9,0
"TYSC",10,"2026-03-06T00:00:02.309Z",false,16.4,18.9,17.8,2
"SCSC",0,"2026-03-06T00:00:02.309Z",false,16.2,19,17.9,0
"NGSC",23,"2026-03-06T00:00:02.309Z",false,15,21,18.1,2
"PQFN",10,"2026-03-06T00:00:02.309Z",false,15,21,18.1,2
"CMSC",8,"2026-03-06T00:00:02.309Z",false,14.5,22.2,17.8,0
"NTSC",7,"2026-03-06T00:00:02.309Z",false,14.5,22.2,17.8,0
"RFFN",7,"2026-03-06T00:00:02.309Z",false,15,21,18.1,2
"ZBSC",10,"2026-03-06T00:00:02.309Z",false,17,19.2,18.1,1
"BTSC",33,"2026-03-06T00:15:02.253Z",false,15,21,18.1,2
"DTSC",45,"2026-03-06T00:15:02.253Z",false,16.2,19,17.9,0
"JJSC",60,"2026-03-06T00:15:02.253Z",false,16.2,19,17.9,0
"NHSC",56,"2026-03-06T00:15:02.253Z",false,15,21,18.1,2
"SLSC",37,"2026-03-06T00:15:02.253Z",false,15,21,18.1,2
"SSSC",49,"2026-03-06T00:15:02.253Z",false,15,21,18.1,2
"WSSC",27,"2026-03-06T00:15:02.253Z",false,16.2,19,17.9,0
"ZSSC",31,"2026-03-06T00:15:02.253Z",false,16.2,19,17.9,0
"LKSC",27,"2026-03-06T00:15:02.253Z",false,16.2,19,17.9,0
"TYSC",11,"2026-03-06T00:15:02.253Z",false,16.4,18.9,17.8,2
"SCSC",18,"2026-03-06T00:15:02.253Z",false,16.2,19,17.9,0
"NGSC",39,"2026-03-06T00:15:02.253Z",false,15,21,18.1,2
"PQFN",10,"2026-03-06T00:15:02.253Z",false,15,21,18.1,2
"CMSC",27,"2026-03-06T00:15:02.253Z",false,14.5,22.2,17.8,0
"NTSC",20,"2026-03-06T00:15:02.253Z",false,14.5,22.2,17.8,0
"RFFN",5,"2026-03-06T00:15:02.253Z",false,15,21,18.1,2
"BTSC",35,"2026-03-06T00:30:02.004Z",false,15,21,18.1,2
"DTSC",48,"2026-03-06T00:30:02.004Z",false,16.2,19,17.9,0
"JJSC",71,"2026-03-06T00:30:02.004Z",false,16.2,19,17.9,0
"NHSC",71,"2026-03-06T00:30:02.004Z",false,15,21,18.1,2
"SLSC",48,"2026-03-06T00:30:02.004Z",false,15,21,18.1,2
"SSSC",57,"2026-03-06T00:30:02.004Z",false,15,21,18.1,2
"WSSC",34,"2026-03-06T00:30:02.004Z",false,16.2,19,17.9,0
"ZSSC",35,"2026-03-06T00:30:02.004Z",false,16.2,19,17.9,0
"LKSC",28,"2026-03-06T00:30:02.004Z",false,16.2,19,17.9,0
"TYSC",14,"2026-03-06T00:30:02.004Z",false,16.4,18.9,17.8,2
"SCSC",24,"2026-03-06T00:30:02.004Z",false,16.2,19,17.9,0
"NGSC",48,"2026-03-06T00:30:02.004Z",false,15,21,18.1,2
"PQFN",11,"2026-03-06T00:30:02.004Z",false,15,21,18.1,2
"CMSC",28,"2026-03-06T00:30:02.004Z",false,14.5,22.2,17.8,0
"NTSC",25,"2026-03-06T00:30:02.004Z",false,14.5,22.2,17.8,0
"RFFN",7,"2026-03-06T00:30:02.004Z",false,15,21,18.1,2
"ZBSC",19,"2026-03-06T00:30:02.004Z",false,17,19.2,18.1,1
"BTSC",31,"2026-03-06T00:45:01.868Z",false,15,21,18.1,2
"DTSC",53,"2026-03-06T00:45:01.868Z",false,16.2,19,17.9,0
"JJSC",76,"2026-03-06T00:45:01.868Z",false,16.2,19,17.9,0
"NHSC",64,"2026-03-06T00:45:01.868Z",false,15,21,18.1,2
"SLSC",55,"2026-03-06T00:45:01.868Z",false,15,21,18.1,2
"SSSC",56,"2026-03-06T00:45:01.868Z",false,15,21,18.1,2
"WSSC",38,"2026-03-06T00:45:01.868Z",false,16.2,19,17.9,0
"ZSSC",34,"2026-03-06T00:45:01.868Z",false,16.2,19,17.9,0
"LKSC",31,"2026-03-06T00:45:01.868Z",false,16.2,19,17.9,0
"TYSC",14,"2026-03-06T00:45:01.868Z",false,16.4,18.9,17.8,2
"SCSC",28,"2026-03-06T00:45:01.868Z",false,16.2,19,17.9,0
"NGSC",52,"2026-03-06T00:45:01.868Z",false,15,21,18.1,2
"PQFN",9,"2026-03-06T00:45:01.868Z",false,15,21,18.1,2
"CMSC",31,"2026-03-06T00:45:01.868Z",false,14.5,22.2,17.8,0
"NTSC",33,"2026-03-06T00:45:01.868Z",false,14.5,22.2,17.8,0
"RFFN",7,"2026-03-06T00:45:01.868Z",false,15,21,18.1,2
"BTSC",30,"2026-03-06T01:00:01.779Z",false,15,21,18.1,2
"DTSC",52,"2026-03-06T01:00:01.779Z",false,16.2,19,17.9,0
"JJSC",76,"2026-03-06T01:00:01.779Z",false,16.2,19,17.9,0
"NHSC",67,"2026-03-06T01:00:01.779Z",false,15,21,18.1,2
"SLSC",56,"2026-03-06T01:00:01.779Z",false,15,21,18.1,2
"SSSC",52,"2026-03-06T01:00:01.779Z",false,15,21,18.1,2
"WSSC",39,"2026-03-06T01:00:01.779Z",false,16.2,19,17.9,0
"ZSSC",30,"2026-03-06T01:00:01.779Z",false,16.2,19,17.9,0
"LKSC",32,"2026-03-06T01:00:01.779Z",false,16.2,19,17.9,0
"TYSC",17,"2026-03-06T01:00:01.779Z",false,16.4,18.9,17.8,2
"SCSC",23,"2026-03-06T01:00:01.779Z",false,16.2,19,17.9,0
"NGSC",53,"2026-03-06T01:00:01.779Z",false,15,21,18.1,2
"PQFN",8,"2026-03-06T01:00:01.779Z",false,15,21,18.1,2
"CMSC",32,"2026-03-06T01:00:01.779Z",false,14.5,22.2,17.8,0
"NTSC",36,"2026-03-06T01:00:01.779Z",false,14.5,22.2,17.8,0
"RFFN",6,"2026-03-06T01:00:01.779Z",false,15,21,18.1,2
"ZBSC",14,"2026-03-06T01:00:01.779Z",false,17,19.2,18.1,1
"BTSC",29,"2026-03-06T01:15:01.855Z",false,15,21,18.1,2
"DTSC",52,"2026-03-06T01:15:01.855Z",false,16.2,19,17.9,0
"JJSC",66,"2026-03-06T01:15:01.855Z",false,16.2,19,17.9,0
"NHSC",70,"2026-03-06T01:15:01.855Z",false,15,21,18.1,2
"SLSC",52,"2026-03-06T01:15:01.855Z",false,15,21,18.1,2
"SSSC",51,"2026-03-06T01:15:01.855Z",false,15,21,18.1,2
"WSSC",30,"2026-03-06T01:15:01.855Z",false,16.2,19,17.9,0
"ZSSC",28,"2026-03-06T01:15:01.855Z",false,16.2,19,17.9,0
"LKSC",28,"2026-03-06T01:15:01.855Z",false,16.2,19,17.9,0
"TYSC",20,"2026-03-06T01:15:01.855Z",false,16.4,18.9,17.8,2
"SCSC",24,"2026-03-06T01:15:01.855Z",false,16.2,19,17.9,0
"NGSC",54,"2026-03-06T01:15:01.855Z",false,15,21,18.1,2
"PQFN",6,"2026-03-06T01:15:01.855Z",false,15,21,18.1,2
"CMSC",28,"2026-03-06T01:15:01.855Z",false,14.5,22.2,17.8,0
"NTSC",31,"2026-03-06T01:15:01.855Z",false,14.5,22.2,17.8,0
"RFFN",7,"2026-03-06T01:15:01.855Z",false,15,21,18.1,2
"ZBSC",16,"2026-03-06T01:15:01.855Z",false,17,19.2,18.1,1
"BTSC",35,"2026-03-06T01:30:01.993Z",false,15,21,18.1,2
"DTSC",54,"2026-03-06T01:30:01.993Z",false,16.2,19,17.9,0
"JJSC",74,"2026-03-06T01:30:01.993Z",false,16.2,19,17.9,0
"NHSC",64,"2026-03-06T01:30:01.993Z",false,15,21,18.1,2
"SLSC",51,"2026-03-06T01:30:01.993Z",false,15,21,18.1,2
"SSSC",54,"2026-03-06T01:30:01.993Z",false,15,21,18.1,2
"WSSC",27,"2026-03-06T01:30:01.993Z",false,16.2,19,17.9,0
"ZSSC",32,"2026-03-06T01:30:01.993Z",false,16.2,19,17.9,0
"LKSC",33,"2026-03-06T01:30:01.993Z",false,16.2,19,17.9,0
"TYSC",28,"2026-03-06T01:30:01.993Z",false,16.4,18.9,17.8,2
"SCSC",21,"2026-03-06T01:30:01.993Z",false,16.2,19,17.9,0
"NGSC",57,"2026-03-06T01:30:01.993Z",false,15,21,18.1,2
"PQFN",8,"2026-03-06T01:30:01.993Z",false,15,21,18.1,2
"CMSC",33,"2026-03-06T01:30:01.993Z",false,14.5,22.2,17.8,0
"NTSC",27,"2026-03-06T01:30:01.993Z",false,14.5,22.2,17.8,0
"RFFN",15,"2026-03-06T01:30:01.993Z",false,15,21,18.1,2
"ZBSC",19,"2026-03-06T01:30:01.993Z",false,17,19.2,18.1,1
"BTSC",28,"2026-03-06T01:45:01.935Z",false,15,21,18.1,2
"DTSC",40,"2026-03-06T01:45:01.935Z",false,16.2,19,17.9,0
"JJSC",61,"2026-03-06T01:45:01.935Z",false,16.2,19,17.9,0
"NHSC",58,"2026-03-06T01:45:01.935Z",false,15,21,18.1,2
"SLSC",40,"2026-03-06T01:45:01.935Z",false,15,21,18.1,2
"SSSC",58,"2026-03-06T01:45:01.935Z",false,15,21,18.1,2
"WSSC",26,"2026-03-06T01:45:01.935Z",false,16.2,19,17.9,0
"ZSSC",24,"2026-03-06T01:45:01.935Z",false,16.2,19,17.9,0
"LKSC",28,"2026-03-06T01:45:01.935Z",false,16.2,19,17.9,0
"TYSC",28,"2026-03-06T01:45:01.935Z",false,16.4,18.9,17.8,2
"SCSC",26,"2026-03-06T01:45:01.935Z",false,16.2,19,17.9,0
"NGSC",63,"2026-03-06T01:45:01.935Z",false,15,21,18.1,2
"PQFN",8,"2026-03-06T01:45:01.935Z",false,15,21,18.1,2
"CMSC",28,"2026-03-06T01:45:01.935Z",false,14.5,22.2,17.8,0
"NTSC",32,"2026-03-06T01:45:01.935Z",false,14.5,22.2,17.8,0
"RFFN",14,"2026-03-06T01:45:01.935Z",false,15,21,18.1,2
"BTSC",10,"2026-03-06T02:00:02.197Z",false,15,21,18.1,2
"DTSC",24,"2026-03-06T02:00:02.197Z",false,16.2,19,17.9,0
"JJSC",54,"2026-03-06T02:00:02.197Z",false,16.2,19,17.9,0
"NHSC",50,"2026-03-06T02:00:02.197Z",false,15,21,18.1,2
"SLSC",18,"2026-03-06T02:00:02.197Z",false,15,21,18.1,2
"SSSC",46,"2026-03-06T02:00:02.197Z",false,15,21,18.1,2
"WSSC",25,"2026-03-06T02:00:02.197Z",false,16.2,19,17.9,0
"ZSSC",25,"2026-03-06T02:00:02.197Z",false,16.2,19,17.9,0
"LKSC",26,"2026-03-06T02:00:02.197Z",false,16.2,19,17.9,0
"TYSC",28,"2026-03-06T02:00:02.197Z",false,16.4,18.9,17.8,2
"SCSC",25,"2026-03-06T02:00:02.197Z",false,16.2,19,17.9,0
"NGSC",46,"2026-03-06T02:00:02.197Z",false,15,21,18.1,2
"PQFN",10,"2026-03-06T02:00:02.197Z",false,15,21,18.1,2
"CMSC",26,"2026-03-06T02:00:02.197Z",false,14.5,22.2,17.8,0
"NTSC",29,"2026-03-06T02:00:02.197Z",false,14.5,22.2,17.8,0
"RFFN",20,"2026-03-06T02:00:02.197Z",false,15,21,18.1,2
"ZBSC",16,"2026-03-06T02:00:02.197Z",false,17,19.2,18.1,1
"BTSC",12,"2026-03-06T02:15:02.249Z",false,15,21,18.1,2
"DTSC",24,"2026-03-06T02:15:02.249Z",false,16.2,19,17.9,0
"JJSC",59,"2026-03-06T02:15:02.249Z",false,16.2,19,17.9,0
"NHSC",24,"2026-03-06T02:15:02.249Z",false,15,21,18.1,2
"SLSC",22,"2026-03-06T02:15:02.249Z",false,15,21,18.1,2
"SSSC",26,"2026-03-06T02:15:02.249Z",false,15,21,18.1,2
"WSSC",18,"2026-03-06T02:15:02.249Z",false,16.2,19,17.9,0
"ZSSC",16,"2026-03-06T02:15:02.249Z",false,16.2,19,17.9,0
"LKSC",19,"2026-03-06T02:15:02.249Z",false,16.2,19,17.9,0
"TYSC",24,"2026-03-06T02:15:02.249Z",false,16.4,18.9,17.8,2
"SCSC",29,"2026-03-06T02:15:02.249Z",false,16.2,19,17.9,0
"NGSC",32,"2026-03-06T02:15:02.249Z",false,15,21,18.1,2
"PQFN",10,"2026-03-06T02:15:02.249Z",false,15,21,18.1,2
"CMSC",19,"2026-03-06T02:15:02.249Z",false,14.5,22.2,17.8,0
"RFFN",25,"2026-03-06T02:15:02.249Z",false,15,21,18.1,2
"BTSC",14,"2026-03-06T02:30:02.357Z",false,15,21,18.1,2
"DTSC",23,"2026-03-06T02:30:02.357Z",false,16.2,19,17.9,0
"JJSC",60,"2026-03-06T02:30:02.357Z",false,16.2,19,17.9,0
"NHSC",29,"2026-03-06T02:30:02.357Z",false,15,21,18.1,2
"SLSC",24,"2026-03-06T02:30:02.357Z",false,15,21,18.1,2
"SSSC",28,"2026-03-06T02:30:02.357Z",false,15,21,18.1,2
"WSSC",20,"2026-03-06T02:30:02.357Z",false,16.2,19,17.9,0
"ZSSC",17,"2026-03-06T02:30:02.357Z",false,16.2,19,17.9,0
"LKSC",16,"2026-03-06T02:30:02.357Z",false,16.2,19,17.9,0
"TYSC",18,"2026-03-06T02:30:02.357Z",false,16.4,18.9,17.8,2
"SCSC",31,"2026-03-06T02:30:02.357Z",false,16.2,19,17.9,0
"NGSC",42,"2026-03-06T02:30:02.357Z",false,15,21,18.1,2
"PQFN",9,"2026-03-06T02:30:02.357Z",false,15,21,18.1,2
"CMSC",16,"2026-03-06T02:30:02.357Z",false,14.5,22.2,17.8,0
"NTSC",30,"2026-03-06T02:30:02.357Z",false,14.5,22.2,17.8,0
"RFFN",25,"2026-03-06T02:30:02.357Z",false,15,21,18.1,2
"ZBSC",14,"2026-03-06T02:30:02.357Z",false,17,19.2,18.1,1
"BTSC",18,"2026-03-06T02:45:01.949Z",false,15,21,18.1,2
"DTSC",30,"2026-03-06T02:45:01.949Z",false,16.2,19,17.9,0
"JJSC",59,"2026-03-06T02:45:01.949Z",false,16.2,19,17.9,0
"NHSC",32,"2026-03-06T02:45:01.949Z",false,15,21,18.1,2
"SLSC",23,"2026-03-06T02:45:01.949Z",false,15,21,18.1,2
"SSSC",28,"2026-03-06T02:45:01.949Z",false,15,21,18.1,2
"WSSC",26,"2026-03-06T02:45:01.949Z",false,16.2,19,17.9,0
"ZSSC",19,"2026-03-06T02:45:01.949Z",false,16.2,19,17.9,0
"LKSC",19,"2026-03-06T02:45:01.949Z",false,16.2,19,17.9,0
"TYSC",15,"2026-03-06T02:45:01.949Z",false,16.4,18.9,17.8,2
"SCSC",39,"2026-03-06T02:45:01.949Z",false,16.2,19,17.9,0
"NGSC",41,"2026-03-06T02:45:01.949Z",false,15,21,18.1,2
"PQFN",10,"2026-03-06T02:45:01.949Z",false,15,21,18.1,2
"CMSC",19,"2026-03-06T02:45:01.949Z",false,14.5,22.2,17.8,0
"NTSC",35,"2026-03-06T02:45:01.949Z",false,14.5,22.2,17.8,0
"RFFN",26,"2026-03-06T02:45:01.949Z",false,15,21,18.1,2
"BTSC",16,"2026-03-06T03:00:02.514Z",false,15,21,18.1,2
"DTSC",30,"2026-03-06T03:00:02.514Z",false,16.2,19,17.9,0
"JJSC",56,"2026-03-06T03:00:02.514Z",false,16.2,19,17.9,0
"NHSC",31,"2026-03-06T03:00:02.514Z",false,15,21,18.1,2
"SLSC",26,"2026-03-06T03:00:02.514Z",false,15,21,18.1,2
"SSSC",26,"2026-03-06T03:00:02.514Z",false,15,21,18.1,2
"WSSC",26,"2026-03-06T03:00:02.514Z",false,16.2,19,17.9,0
"ZSSC",20,"2026-03-06T03:00:02.514Z",false,16.2,19,17.9,0
"LKSC",22,"2026-03-06T03:00:02.514Z",false,16.2,19,17.9,0
"TYSC",19,"2026-03-06T03:00:02.514Z",false,16.4,18.9,17.8,2
"SCSC",42,"2026-03-06T03:00:02.514Z",false,16.2,19,17.9,0
"NGSC",46,"2026-03-06T03:00:02.514Z",false,15,21,18.1,2
"PQFN",13,"2026-03-06T03:00:02.514Z",false,15,21,18.1,2
"CMSC",22,"2026-03-06T03:00:02.514Z",false,14.5,22.2,17.8,0
"NTSC",33,"2026-03-06T03:00:02.514Z",false,14.5,22.2,17.8,0
"RFFN",24,"2026-03-06T03:00:02.514Z",false,15,21,18.1,2
"ZBSC",19,"2026-03-06T03:00:02.514Z",false,17,19.2,18.1,1
"BTSC",16,"2026-03-06T03:15:02.718Z",false,15,21,18.1,2
"DTSC",33,"2026-03-06T03:15:02.718Z",false,16.2,19,17.9,0
"JJSC",53,"2026-03-06T03:15:02.718Z",false,16.2,19,17.9,0
"NHSC",30,"2026-03-06T03:15:02.718Z",false,15,21,18.1,2
"SLSC",24,"2026-03-06T03:15:02.718Z",false,15,21,18.1,2
"SSSC",23,"2026-03-06T03:15:02.718Z",false,15,21,18.1,2
"WSSC",26,"2026-03-06T03:15:02.718Z",false,16.2,19,17.9,0
"ZSSC",19,"2026-03-06T03:15:02.718Z",false,16.2,19,17.9,0
"LKSC",23,"2026-03-06T03:15:02.718Z",false,16.2,19,17.9,0
"TYSC",15,"2026-03-06T03:15:02.718Z",false,16.4,18.9,17.8,2
"SCSC",44,"2026-03-06T03:15:02.718Z",false,16.2,19,17.9,0
"NGSC",45,"2026-03-06T03:15:02.718Z",false,15,21,18.1,2
"PQFN",12,"2026-03-06T03:15:02.718Z",false,15,21,18.1,2
"CMSC",23,"2026-03-06T03:15:02.718Z",false,14.5,22.2,17.8,0
"RFFN",26,"2026-03-06T03:15:02.718Z",false,15,21,18.1,2
"ZBSC",21,"2026-03-06T03:15:02.718Z",false,17,19.2,18.1,1
"BTSC",17,"2026-03-06T03:30:01.797Z",false,15,21,18.1,2
"DTSC",40,"2026-03-06T03:30:01.797Z",false,16.2,19,17.9,0
"JJSC",62,"2026-03-06T03:30:01.797Z",false,16.2,19,17.9,0
"NHSC",31,"2026-03-06T03:30:01.797Z",false,15,21,18.1,2
"SLSC",23,"2026-03-06T03:30:01.797Z",false,15,21,18.1,2
"SSSC",25,"2026-03-06T03:30:01.797Z",false,15,21,18.1,2
"WSSC",29,"2026-03-06T03:30:01.797Z",false,16.2,19,17.9,0
"ZSSC",17,"2026-03-06T03:30:01.797Z",false,16.2,19,17.9,0
"LKSC",24,"2026-03-06T03:30:01.797Z",false,16.2,19,17.9,0
"TYSC",19,"2026-03-06T03:30:01.797Z",false,16.4,18.9,17.8,2
"SCSC",40,"2026-03-06T03:30:01.797Z",false,16.2,19,17.9,0
"NGSC",44,"2026-03-06T03:30:01.797Z",false,15,21,18.1,2
"PQFN",14,"2026-03-06T03:30:01.797Z",false,15,21,18.1,2
"CMSC",24,"2026-03-06T03:30:01.797Z",false,14.5,22.2,17.8,0
"NTSC",24,"2026-03-06T03:30:01.797Z",false,14.5,22.2,17.8,0
"RFFN",22,"2026-03-06T03:30:01.797Z",false,15,21,18.1,2
"ZBSC",20,"2026-03-06T03:30:01.797Z",false,17,19.2,18.1,1
"BTSC",19,"2026-03-06T03:45:01.701Z",false,15,21,18.1,2
"DTSC",40,"2026-03-06T03:45:01.701Z",false,16.2,19,17.9,0
"JJSC",61,"2026-03-06T03:45:01.701Z",false,16.2,19,17.9,0
"NHSC",35,"2026-03-06T03:45:01.701Z",false,15,21,18.1,2
"SLSC",23,"2026-03-06T03:45:01.701Z",false,15,21,18.1,2
"SSSC",27,"2026-03-06T03:45:01.701Z",false,15,21,18.1,2
"WSSC",24,"2026-03-06T03:45:01.701Z",false,16.2,19,17.9,0
"ZSSC",14,"2026-03-06T03:45:01.701Z",false,16.2,19,17.9,0
"LKSC",25,"2026-03-06T03:45:01.701Z",false,16.2,19,17.9,0
"TYSC",22,"2026-03-06T03:45:01.701Z",false,16.4,18.9,17.8,2
"SCSC",33,"2026-03-06T03:45:01.701Z",false,16.2,19,17.9,0
"NGSC",44,"2026-03-06T03:45:01.701Z",false,15,21,18.1,2
"PQFN",14,"2026-03-06T03:45:01.701Z",false,15,21,18.1,2
"CMSC",25,"2026-03-06T03:45:01.701Z",false,14.5,22.2,17.8,0
"NTSC",27,"2026-03-06T03:45:01.701Z",false,14.5,22.2,17.8,0
"RFFN",20,"2026-03-06T03:45:01.701Z",false,15,21,18.1,2
"ZBSC",17,"2026-03-06T03:45:01.701Z",false,17,19.2,18.1,1
"BTSC",15,"2026-03-06T04:00:02.268Z",false,15,21,18.1,2
"DTSC",35,"2026-03-06T04:00:02.268Z",false,16.2,19,17.9,0
"JJSC",67,"2026-03-06T04:00:02.268Z",false,16.2,19,17.9,0
"NHSC",32,"2026-03-06T04:00:02.268Z",false,15,21,18.1,2
"SLSC",26,"2026-03-06T04:00:02.268Z",false,15,21,18.1,2
"SSSC",27,"2026-03-06T04:00:02.268Z",false,15,21,18.1,2
"WSSC",20,"2026-03-06T04:00:02.268Z",false,16.2,19,17.9,0
"ZSSC",17,"2026-03-06T04:00:02.268Z",false,16.2,19,17.9,0
"LKSC",22,"2026-03-06T04:00:02.268Z",false,16.2,19,17.9,0
"TYSC",25,"2026-03-06T04:00:02.268Z",false,16.4,18.9,17.8,2
"SCSC",9,"2026-03-06T04:00:02.268Z",false,16.2,19,17.9,0
"NGSC",41,"2026-03-06T04:00:02.268Z",false,15,21,18.1,2
"PQFN",16,"2026-03-06T04:00:02.268Z",false,15,21,18.1,2
"CMSC",22,"2026-03-06T04:00:02.268Z",false,14.5,22.2,17.8,0
"NTSC",27,"2026-03-06T04:00:02.268Z",false,14.5,22.2,17.8,0
"RFFN",23,"2026-03-06T04:00:02.268Z",false,15,21,18.1,2
"BTSC",14,"2026-03-06T04:15:02.633Z",false,15,21,18.1,2
"DTSC",31,"2026-03-06T04:15:02.633Z",false,16.2,19,17.9,0
"JJSC",72,"2026-03-06T04:15:02.633Z",false,16.2,19,17.9,0
"NHSC",47,"2026-03-06T04:15:02.633Z",false,15,21,18.1,2
"SLSC",32,"2026-03-06T04:15:02.633Z",false,15,21,18.1,2
"SSSC",37,"2026-03-06T04:15:02.633Z",false,15,21,18.1,2
"WSSC",14,"2026-03-06T04:15:02.633Z",false,16.2,19,17.9,0
"ZSSC",21,"2026-03-06T04:15:02.633Z",false,16.2,19,17.9,0
"LKSC",23,"2026-03-06T04:15:02.633Z",false,16.2,19,17.9,0
"TYSC",25,"2026-03-06T04:15:02.633Z",false,16.4,18.9,17.8,2
"SCSC",4,"2026-03-06T04:15:02.633Z",false,16.2,19,17.9,0
"NGSC",36,"2026-03-06T04:15:02.633Z",false,15,21,18.1,2
"PQFN",15,"2026-03-06T04:15:02.633Z",false,15,21,18.1,2
"CMSC",23,"2026-03-06T04:15:02.633Z",false,14.5,22.2,17.8,0
"NTSC",30,"2026-03-06T04:15:02.633Z",false,14.5,22.2,17.8,0
"RFFN",21,"2026-03-06T04:15:02.633Z",false,15,21,18.1,2
"ZBSC",21,"2026-03-06T04:15:02.633Z",false,17,19.2,18.1,1
"BTSC",13,"2026-03-06T04:30:01.840Z",false,15,21,18.1,2
"DTSC",33,"2026-03-06T04:30:01.840Z",false,16.2,19,17.9,0
"JJSC",80,"2026-03-06T04:30:01.840Z",false,16.2,19,17.9,0
"NHSC",65,"2026-03-06T04:30:01.840Z",false,15,21,18.1,2
"SLSC",30,"2026-03-06T04:30:01.840Z",false,15,21,18.1,2
"SSSC",49,"2026-03-06T04:30:01.840Z",false,15,21,18.1,2
"WSSC",14,"2026-03-06T04:30:01.840Z",false,16.2,19,17.9,0
"ZSSC",26,"2026-03-06T04:30:01.840Z",false,16.2,19,17.9,0
"LKSC",29,"2026-03-06T04:30:01.840Z",false,16.2,19,17.9,0
"TYSC",22,"2026-03-06T04:30:01.840Z",false,16.4,18.9,17.8,2
"SCSC",4,"2026-03-06T04:30:01.840Z",false,16.2,19,17.9,0
"NGSC",41,"2026-03-06T04:30:01.840Z",false,15,21,18.1,2
"PQFN",14,"2026-03-06T04:30:01.840Z",false,15,21,18.1,2
"CMSC",29,"2026-03-06T04:30:01.840Z",false,14.5,22.2,17.8,0
"NTSC",27,"2026-03-06T04:30:01.840Z",false,14.5,22.2,17.8,0
"RFFN",21,"2026-03-06T04:30:01.840Z",false,15,21,18.1,2
"BTSC",11,"2026-03-06T04:45:01.899Z",false,15,21,18.1,2
"DTSC",26,"2026-03-06T04:45:01.899Z",false,16.2,19,17.9,0
"JJSC",67,"2026-03-06T04:45:01.899Z",false,16.2,19,17.9,0
"NHSC",58,"2026-03-06T04:45:01.899Z",false,15,21,18.1,2
"SLSC",31,"2026-03-06T04:45:01.899Z",false,15,21,18.1,2
"SSSC",45,"2026-03-06T04:45:01.899Z",false,15,21,18.1,2
"WSSC",13,"2026-03-06T04:45:01.899Z",false,16.2,19,17.9,0
"ZSSC",25,"2026-03-06T04:45:01.899Z",false,16.2,19,17.9,0
"LKSC",31,"2026-03-06T04:45:01.899Z",false,16.2,19,17.9,0
"TYSC",20,"2026-03-06T04:45:01.899Z",false,16.4,18.9,17.8,2
"SCSC",4,"2026-03-06T04:45:01.899Z",false,16.2,19,17.9,0
"NGSC",39,"2026-03-06T04:45:01.899Z",false,15,21,18.1,2
"PQFN",14,"2026-03-06T04:45:01.899Z",false,15,21,18.1,2
"CMSC",31,"2026-03-06T04:45:01.899Z",false,14.5,22.2,17.8,0
"NTSC",24,"2026-03-06T04:45:01.899Z",false,14.5,22.2,17.8,0
"RFFN",21,"2026-03-06T04:45:01.899Z",false,15,21,18.1,2
"ZBSC",24,"2026-03-06T04:45:01.899Z",false,17,19.2,18.1,1
"BTSC",10,"2026-03-06T05:00:02.479Z",false,15,21,18.1,2
"DTSC",23,"2026-03-06T05:00:02.479Z",false,16.2,19,17.9,0
"JJSC",57,"2026-03-06T05:00:02.479Z",false,16.2,19,17.9,0
"NHSC",47,"2026-03-06T05:00:02.479Z",false,15,21,18.1,2
"SLSC",33,"2026-03-06T05:00:02.479Z",false,15,21,18.1,2
"SSSC",37,"2026-03-06T05:00:02.479Z",false,15,21,18.1,2
"WSSC",13,"2026-03-06T05:00:02.479Z",false,16.2,19,17.9,0
"ZSSC",25,"2026-03-06T05:00:02.479Z",false,16.2,19,17.9,0
"LKSC",28,"2026-03-06T05:00:02.479Z",false,16.2,19,17.9,0
"TYSC",15,"2026-03-06T05:00:02.479Z",false,16.4,18.9,17.8,2
"SCSC",4,"2026-03-06T05:00:02.479Z",false,16.2,19,17.9,0
"NGSC",39,"2026-03-06T05:00:02.479Z",false,15,21,18.1,2
"PQFN",11,"2026-03-06T05:00:02.479Z",false,15,21,18.1,2
"CMSC",28,"2026-03-06T05:00:02.479Z",false,14.5,22.2,17.8,0
"NTSC",26,"2026-03-06T05:00:02.479Z",false,14.5,22.2,17.8,0
"RFFN",18,"2026-03-06T05:00:02.479Z",false,15,21,18.1,2
"ZBSC",18,"2026-03-06T05:00:02.479Z",false,17,19.2,18.1,1
"BTSC",14,"2026-03-06T05:15:02.674Z",false,15,21,18.1,2
"DTSC",21,"2026-03-06T05:15:02.674Z",false,16.2,19,17.9,0
"JJSC",46,"2026-03-06T05:15:02.674Z",false,16.2,19,17.9,0
"NHSC",42,"2026-03-06T05:15:02.674Z",false,15,21,18.1,2
"SLSC",33,"2026-03-06T05:15:02.674Z",false,15,21,18.1,2
"SSSC",26,"2026-03-06T05:15:02.674Z",false,15,21,18.1,2
"WSSC",14,"2026-03-06T05:15:02.674Z",false,16.2,19,17.9,0
"ZSSC",21,"2026-03-06T05:15:02.674Z",false,16.2,19,17.9,0
"LKSC",28,"2026-03-06T05:15:02.674Z",false,16.2,19,17.9,0
"TYSC",15,"2026-03-06T05:15:02.674Z",false,16.4,18.9,17.8,2
"SCSC",11,"2026-03-06T05:15:02.674Z",false,16.2,19,17.9,0
"NGSC",33,"2026-03-06T05:15:02.674Z",false,15,21,18.1,2
